ma_gia_su,ho_ten,gioi_tinh,nam_sinh,hoc_vi,chuyen_nganh,truong_hoc_ma,truong_hoc_ten,loai_truong,khu_vuc_ma,ten_khu_vuc,quan_huyen,tinh_thanh,nam_kinh_nghiem,hinh_thuc_day,hoc_phi_trung_binh_gio,nguon_du_lieu,trang_thai,ngay_cap_nhat,mon_hoc_ma,ten_mon_hoc,nhom_mon_hoc,lop_hoc_ma,lop_hoc_ten,cap_hoc,hoc_phi_trung_binh_gio_day_mon,ma_hoc_sinh_danh_gia,diem_xep_hang,ngay_danh_gia
GS_WB_0448,Lý Thị Nhung,nu,2003,Thac si,Quản trị Kinh doanh,DH_KHTN_HN,Đại học Khoa học Tự nhiên Hà Nội,dai_hoc,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,6,ca_hai,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,250000,HS_WB_0304,4.49,2026-03-22
GS_WB_0449,Bùi Bảo Mai,nu,1996,Thac si,Ngôn ngữ Anh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,6,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,200000,HS_WB_0736,4.01,2026-03-26
GS_WB_0450,Hoàng Hoàng Vy,nu,2001,Ky su,Ngôn ngữ Anh,DH_FPT,Đại học FPT,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,8,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,200000,,,
GS_WB_0451,Bùi Ngọc Mai,nu,1999,Cu nhan,Công nghệ thông tin,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,3,ca_hai,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,180000,HS_WB_0019,4.65,2026-03-13
GS_WB_0452,Vũ Hồng Thu,nu,1998,Thac si,Sư phạm Toán,DH_CNTT,Đại học Công nghệ Thông tin TP.HCM,dai_hoc,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,6,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,200000,,,
GS_WB_0453,Bùi Mai Trang,nu,2001,Cu nhan,Sư phạm Toán,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,5,online,150000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,150000,HS_WB_0271,4.67,2026-03-13
GS_WB_0454,Trần Hoàng Mai,nu,1995,Ky su,Sư phạm Toán,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,8,online,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,180000,HS_WB_0569,3.88,2026-03-08
GS_WB_0455,Lê Thanh Châu,nu,1996,Cu nhan,Quản trị Kinh doanh,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,4,ca_hai,180000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_WB_0206,4.35,2026-04-01
GS_WB_0456,Dương Bảo Trang,nu,2000,Cu nhan,Quản trị Kinh doanh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,1,ca_hai,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,200000,HS_WB_0156,3.97,2026-03-05
GS_WB_0457,Ngô Ngọc Thảo,nu,1995,Ky su,Quản trị Kinh doanh,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,5,ca_hai,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,250000,HS_WB_0831,3.52,2026-03-19
GS_WB_0458,Ngô Bảo Nhung,nu,2001,Thac si,Ngôn ngữ Anh,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,2,online,180000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,180000,HS_WB_0330,4.23,2026-04-02
GS_WB_0459,Bùi Hải Đạt,nam,2003,Thac si,Quản trị Kinh doanh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,4,online,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,180000,HS_WB_0928,4.3,2026-03-05
GS_WB_0460,Nguyễn Hồng Mai,nu,2002,Ky su,Sư phạm Toán,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,4,online,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,200000,,,
GS_WB_0461,Trần Xuân Linh,nu,2001,Cu nhan,Quản trị Kinh doanh,DH_QGHN,Đại học Quốc gia Hà Nội,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,6,truc_tiep,150000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,150000,HS_WB_0299,4.98,2026-03-08
GS_WB_0462,Trần Thị An,nu,1996,Ky su,Ngôn ngữ Anh,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,4,online,250000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,250000,,,
GS_WB_0463,Nguyễn Quang Phú,nam,2003,Ky su,Ngôn ngữ Anh,DH_TM,Đại học Thương mại,dai_hoc,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,1,truc_tiep,150000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,150000,HS_WB_0330,4.32,2026-03-17
GS_WB_0464,Ngô Bảo Nhung,nu,1998,Thac si,Ngôn ngữ Anh,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,7,online,200000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,200000,HS_WB_0087,4.84,2026-03-24
GS_WB_0465,Đặng Thị Nhung,nu,1996,Cu nhan,Ngôn ngữ Anh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,4,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,200000,,,
GS_WB_0466,Trần Hoàng Vy,nu,1996,Ky su,Công nghệ thông tin,DH_QGHN,Đại học Quốc gia Hà Nội,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,1,online,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,200000,HS_WB_0032,3.7,2026-03-05
GS_WB_0467,Ngô Thu Vy,nu,1999,Cu nhan,Sư phạm Toán,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,2,ca_hai,250000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,250000,HS_WB_0066,4.5,2026-03-26
GS_WB_0468,Ngô Minh Đạt,nam,1999,Cu nhan,Quản trị Kinh doanh,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,2,online,180000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,180000,HS_WB_0355,4.63,2026-03-11
GS_WB_0469,Hoàng Thái Đạt,nam,2001,Thac si,Sư phạm Toán,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,4,ca_hai,150000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,150000,,,
GS_WB_0470,Bùi Hoàng Trang,nu,1999,Ky su,Quản trị Kinh doanh,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,4,online,250000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,250000,,,
GS_WB_0471,Phạm Thanh An,nu,2003,Ky su,Công nghệ thông tin,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,8,ca_hai,200000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,200000,,,
GS_WB_0472,Ngô Thái Phú,nam,2000,Thac si,Quản trị Kinh doanh,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,7,online,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,200000,,,
GS_WB_0473,Ngô Mai Mai,nu,1995,Cu nhan,Công nghệ thông tin,DH_TM,Đại học Thương mại,dai_hoc,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,4,online,150000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,150000,,,
GS_WB_0474,Lê Văn Phú,nam,1998,Ky su,Quản trị Kinh doanh,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,7,truc_tiep,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,180000,HS_WB_0027,4.4,2026-03-19
GS_WB_0475,Trần Minh Hùng,nam,2001,Ky su,Quản trị Kinh doanh,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,2,ca_hai,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,200000,HS_WB_0426,4.65,2026-03-19
GS_WB_0476,Hoàng Thị An,nu,1995,Thac si,Sư phạm Toán,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,7,truc_tiep,180000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,180000,HS_WB_0029,4.36,2026-03-14
GS_WB_0477,Ngô Hồng Hân,nu,2001,Ky su,Sư phạm Toán,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,6,ca_hai,180000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,180000,HS_WB_0679,3.65,2026-03-22
GS_WB_0478,Phạm Thái Hùng,nam,1996,Ky su,Quản trị Kinh doanh,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,3,online,180000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,180000,HS_WB_0496,3.64,2026-03-26
GS_WB_0479,Dương Hoàng Mai,nu,1997,Ky su,Quản trị Kinh doanh,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,8,ca_hai,250000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,250000,HS_WB_0491,4.34,2026-03-24
GS_WB_0480,Đỗ Thu Hân,nu,1996,Cu nhan,Quản trị Kinh doanh,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,4,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,250000,HS_WB_0792,4.18,2026-04-01
GS_WB_0481,Lý Hải Tuấn,nam,1998,Ky su,Sư phạm Toán,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,8,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,200000,HS_WB_0785,3.79,2026-03-15
GS_WB_0482,Phạm Thanh Mai,nu,2002,Thac si,Công nghệ thông tin,DH_TM,Đại học Thương mại,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,5,online,150000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,150000,HS_WB_0529,4.44,2026-03-28
GS_WB_0483,Lý Ngọc An,nu,1998,Cu nhan,Quản trị Kinh doanh,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,7,ca_hai,200000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,200000,HS_WB_0306,4.3,2026-03-08
GS_WB_0484,Đỗ Mai Linh,nu,1996,Ky su,Ngôn ngữ Anh,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,8,online,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,200000,HS_WB_0232,3.67,2026-03-04
GS_WB_0485,Dương Đình Đức,nam,2003,Thac si,Công nghệ thông tin,DH_TM,Đại học Thương mại,dai_hoc,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,3,ca_hai,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,250000,HS_WB_0943,3.73,2026-03-30
GS_WB_0486,Đặng Mai Thảo,nu,1995,Cu nhan,Công nghệ thông tin,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,1,online,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,250000,,,
GS_WB_0487,Vũ Hồng Trang,nu,1996,Thac si,Quản trị Kinh doanh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,2,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,200000,HS_WB_0732,4.16,2026-03-19
GS_WB_0488,Lê Hữu Tuấn,nam,1999,Thac si,Ngôn ngữ Anh,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,3,ca_hai,150000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,150000,HS_WB_0859,4.53,2026-03-26
GS_WB_0489,Phạm Hoàng Hân,nu,2002,Cu nhan,Quản trị Kinh doanh,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,6,ca_hai,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,200000,HS_WB_0559,3.99,2026-03-16
GS_WB_0490,Đặng Mai Vy,nu,2001,Ky su,Sư phạm Toán,DH_FPT,Đại học FPT,dai_hoc,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,2,online,180000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,180000,,,
GS_WB_0491,Phạm Mai Linh,nu,1999,Thac si,Quản trị Kinh doanh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,2,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,200000,HS_WB_0650,4.53,2026-04-02
GS_WB_0492,Vũ Minh Đạt,nam,1999,Ky su,Ngôn ngữ Anh,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,3,online,180000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,180000,HS_WB_0325,4.22,2026-03-23
GS_WB_0493,Đỗ Hải Nam,nam,2003,Ky su,Sư phạm Toán,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,3,ca_hai,150000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,150000,HS_WB_0734,4.85,2026-03-21
GS_WB_0494,Dương Trọng Cường,nam,1998,Ky su,Ngôn ngữ Anh,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,2,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,200000,,,
GS_WB_0495,Trần Thu Châu,nu,2000,Cu nhan,Ngôn ngữ Anh,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,1,truc_tiep,150000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,150000,,,
GS_WB_0496,Lý Thanh Vy,nu,1996,Ky su,Sư phạm Toán,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,7,truc_tiep,150000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,150000,HS_WB_0457,4.79,2026-04-02
GS_WB_0497,Trần Mai Nhung,nu,2002,Ky su,Sư phạm Toán,DH_CNTT,Đại học Công nghệ Thông tin TP.HCM,dai_hoc,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,4,online,250000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,250000,HS_WB_0460,3.78,2026-03-27
GS_WB_0498,Ngô Minh Đức,nam,2003,Thac si,Sư phạm Toán,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,3,online,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,200000,,,
GS_WB_0499,Hoàng Thu Hân,nu,2002,Ky su,Quản trị Kinh doanh,DH_KHTN_HN,Đại học Khoa học Tự nhiên Hà Nội,dai_hoc,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,2,ca_hai,180000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_WB_0945,4.67,2026-03-27
GS_WB_0500,Ngô Hoàng Nhung,nu,2003,Cu nhan,Sư phạm Toán,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,4,ca_hai,180000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,180000,,,
GS_WB_0501,Vũ Thái Phú,nam,2001,Thac si,Sư phạm Toán,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,1,online,200000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,200000,HS_WB_0803,4.25,2026-03-29
GS_WB_0502,Bùi Đức Khoa,nam,2003,Cu nhan,Công nghệ thông tin,DH_TM,Đại học Thương mại,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,6,truc_tiep,150000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,150000,HS_WB_0973,4.88,2026-03-14
GS_WB_0503,Nguyễn Thái Cường,nam,1997,Cu nhan,Sư phạm Toán,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,2,ca_hai,200000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,200000,,,
GS_WB_0504,Đặng Văn Đức,nam,1999,Thac si,Ngôn ngữ Anh,DH_FPT,Đại học FPT,dai_hoc,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,2,ca_hai,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,250000,HS_WB_0127,4.4,2026-03-29
GS_WB_0505,Bùi Đức Phú,nam,2000,Ky su,Sư phạm Toán,DH_KHTN_HN,Đại học Khoa học Tự nhiên Hà Nội,dai_hoc,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,5,truc_tiep,150000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,150000,HS_WB_0868,4.34,2026-04-01
GS_WB_0506,Ngô Bảo Linh,nu,2001,Cu nhan,Công nghệ thông tin,DH_TM,Đại học Thương mại,dai_hoc,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,1,truc_tiep,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,180000,HS_WB_0079,3.82,2026-03-17
GS_WB_0507,Đặng Đức Nam,nam,2003,Cu nhan,Công nghệ thông tin,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,7,ca_hai,180000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,180000,HS_WB_0325,4.62,2026-03-10
GS_WB_0508,Nguyễn Xuân Linh,nu,2000,Cu nhan,Ngôn ngữ Anh,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,4,online,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,250000,HS_WB_0028,3.72,2026-03-22
GS_WB_0509,Ngô Hải Nam,nam,1997,Cu nhan,Ngôn ngữ Anh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,8,ca_hai,150000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,150000,HS_WB_0407,4.5,2026-03-19
GS_WB_0510,Phạm Hoàng Châu,nu,1999,Cu nhan,Quản trị Kinh doanh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,2,ca_hai,200000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,200000,HS_WB_0614,3.84,2026-03-04
GS_WB_0511,Vũ Đức Tuấn,nam,2000,Ky su,Công nghệ thông tin,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,7,truc_tiep,180000,web,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,180000,,,
GS_WB_0512,Bùi Mai Châu,nu,1999,Thac si,Công nghệ thông tin,DH_FPT,Đại học FPT,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,6,truc_tiep,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,200000,HS_WB_0908,3.88,2026-03-23
GS_WB_0513,Ngô Quang Đạt,nam,2003,Ky su,Sư phạm Toán,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,8,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,250000,HS_WB_0129,4.08,2026-03-09
GS_WB_0514,Lý Đình Khoa,nam,1999,Ky su,Quản trị Kinh doanh,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,3,ca_hai,200000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,200000,HS_WB_0020,3.99,2026-03-09
GS_WB_0515,Đỗ Thái Nam,nam,2002,Cu nhan,Sư phạm Toán,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,3,ca_hai,250000,web,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,250000,HS_WB_0238,3.51,2026-03-24
GS_WB_0516,Bùi Thanh Thu,nu,2003,Thac si,Sư phạm Toán,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,6,truc_tiep,250000,web,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,250000,HS_WB_0955,3.68,2026-03-18
GS_WB_0517,Lê Quang Đạt,nam,2002,Ky su,Công nghệ thông tin,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,3,online,200000,web,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,200000,HS_WB_0393,4.51,2026-04-01
