ma_hoc_sinh,ho_ten,truong_hoc_ma,truong_hoc_ten,loai_truong,lop_hoc_ma,lop_hoc_ten,cap_hoc,khu_vuc_ma,ten_khu_vuc,quan_huyen,tinh_thanh,hoc_luc,nguon_du_lieu,trang_thai,ngay_cap_nhat,mon_hoc_ma,ten_mon_hoc,nhom_mon_hoc,hinh_thuc_hoc,muc_tieu_hoc_tap,ngan_sach_toi_da_gio,so_buoi_moi_tuan,trang_thai_nhu_cau,ngay_dang
HS_EX_0516,Phạm Bảo Mai,THPT_TP_DN,THPT Trần Phú,thpt,LOP_10,Lớp 10,thpt,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,xuat_sac,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-12
HS_EX_0517,Dương Hồng Trang,THPT_TTT,THPT Tôn Thất Tùng,thpt,LOP_09,Lớp 9,thcs,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,xuat_sac,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-19
HS_EX_0518,Lê Thái Nam,THPT_NMK,THPT Nguyễn Thị Minh Khai,thpt,LOP_10,Lớp 10,thpt,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-28
HS_EX_0519,Phạm Thu Châu,THPT_ST,THPT Sơn Tây,thpt,LOP_12,Lớp 12,thpt,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-08
HS_EX_0520,Trần Thị Nhung,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_06,Lớp 6,thcs,KV_HN_LB,Long Biên,Long Biên,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-20
HS_EX_0521,Lê Thái Nam,THPT_NT_HN,THPT Nguyễn Trãi - Ba Đình,thpt,LOP_10,Lớp 10,thpt,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-29
HS_EX_0522,Vũ Hữu Kiệt,THPT_NMK,THPT Nguyễn Thị Minh Khai,thpt,LOP_06,Lớp 6,thcs,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,gioi,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-05
HS_EX_0523,Ngô Đức Nam,THPT_TTT,THPT Tôn Thất Tùng,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-12
HS_EX_0524,Dương Đình Đức,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,xuat_sac,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-24
HS_EX_0525,Hoàng Minh Khoa,THPT_PN,THPT Phú Nhuận,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-11
HS_EX_0526,Lý Văn Nam,THPT_DD,THPT Đống Đa,thpt,LOP_10,Lớp 10,thpt,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,kha,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-30
HS_EX_0527,Lê Đình Huy,THPT_NT_HN,THPT Nguyễn Trãi - Ba Đình,thpt,LOP_09,Lớp 9,thcs,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-04
HS_EX_0528,Trần Bảo Vy,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_09,Lớp 9,thcs,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-30
HS_EX_0529,Đỗ Hồng Hân,THPT_LHP,THPT Chuyên Lê Hồng Phong,thpt,LOP_12,Lớp 12,thpt,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-16
HS_EX_0530,Ngô Đức Đạt,THPT_VTS,THPT Võ Thị Sáu,thpt,LOP_09,Lớp 9,thcs,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-15
HS_EX_0531,Lê Thu Thảo,THPT_DA,THPT Đông Anh,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-06
HS_EX_0532,Vũ Quang Phú,THPT_TP_DN,THPT Trần Phú,thpt,LOP_10,Lớp 10,thpt,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,gioi,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-26
HS_EX_0533,Trần Hải Phú,THPT_BTX,THPT Bùi Thị Xuân,thpt,LOP_12,Lớp 12,thpt,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-04-01
HS_EX_0534,Trần Hữu Hùng,THPT_NMK,THPT Nguyễn Thị Minh Khai,thpt,LOP_06,Lớp 6,thcs,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-07
HS_EX_0535,Nguyễn Quang Phú,THPT_OIK,THPT Ông Ích Khiêm,thpt,LOP_06,Lớp 6,thcs,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,gioi,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-10
HS_EX_0536,Phạm Văn Nam,THPT_PN,THPT Phú Nhuận,thpt,LOP_06,Lớp 6,thcs,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,yeu,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-12
HS_EX_0537,Lê Trọng Phú,THPT_VTS,THPT Võ Thị Sáu,thpt,LOP_10,Lớp 10,thpt,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-09
HS_EX_0538,Ngô Hồng Thu,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_09,Lớp 9,thcs,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,gioi,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-21
HS_EX_0539,Lê Hải Hùng,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_12,Lớp 12,thpt,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,xuat_sac,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-04-02
HS_EX_0540,Bùi Bảo Nhung,THPT_NT_HN,THPT Nguyễn Trãi - Ba Đình,thpt,LOP_06,Lớp 6,thcs,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,yeu,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-21
HS_EX_0541,Bùi Hữu Khoa,THPT_TPh,THPT Thái Phiên,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-25
HS_EX_0542,Đặng Bảo Linh,THPT_TL,THPT Thăng Long,thpt,LOP_12,Lớp 12,thpt,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-29
HS_EX_0543,Dương Ngọc Hân,THPT_TDN,THPT Chuyên Trần Đại Nghĩa,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,xuat_sac,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-15
HS_EX_0544,Nguyễn Thị Hân,THPT_LQD_DN,THPT Chuyên Lê Quý Đôn,thpt,LOP_09,Lớp 9,thcs,KV_HN_TX,Thanh Xuân,Thanh Xuân,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-12
HS_EX_0545,Đặng Hoàng Châu,THPT_HHT,THPT Hoàng Hoa Thám,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,xuat_sac,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-29
HS_EX_0546,Lê Văn Hùng,THPT_TP_HN,THPT Trần Phú - Hoàn Kiếm,thpt,LOP_10,Lớp 10,thpt,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-27
HS_EX_0547,Lê Thị Thảo,THPT_NT_HN,THPT Nguyễn Trãi - Ba Đình,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-04-03
HS_EX_0548,Đặng Hữu Khoa,THPT_DD,THPT Đống Đa,thpt,LOP_10,Lớp 10,thpt,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,yeu,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-27
HS_EX_0549,Phạm Bảo Linh,THPT_LQD_HCM,THPT Lê Quý Đôn,thpt,LOP_09,Lớp 9,thcs,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-05
HS_EX_0550,Đỗ Bảo Thu,THPT_ND,THPT Nguyễn Du,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-18
HS_EX_0551,Đỗ Quang Nam,THPT_CBQ,THPT Cao Bá Quát,thpt,LOP_12,Lớp 12,thpt,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-11
HS_EX_0552,Ngô Trọng Hùng,THPT_PCT,THPT Chuyên Phan Châu Trinh,thpt,LOP_09,Lớp 9,thcs,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,kha,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-04-01
HS_EX_0553,Dương Mai Vy,THPT_NH,THPT Nguyễn Hiền,thpt,LOP_12,Lớp 12,thpt,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-29
HS_EX_0554,Lê Ngọc Nhung,THPT_HHT,THPT Hoàng Hoa Thám,thpt,LOP_09,Lớp 9,thcs,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-30
HS_EX_0555,Ngô Ngọc Thu,THPT_YH,THPT Yên Hòa,thpt,LOP_12,Lớp 12,thpt,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,yeu,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-17
HS_EX_0556,Ngô Trọng Kiệt,THPT_LHP,THPT Chuyên Lê Hồng Phong,thpt,LOP_12,Lớp 12,thpt,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-11
HS_EX_0557,Bùi Hồng Thu,THPT_TDN,THPT Chuyên Trần Đại Nghĩa,thpt,LOP_06,Lớp 6,thcs,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-18
HS_EX_0558,Nguyễn Hoàng Nhung,THPT_LQD_HN,THPT Lê Quý Đôn - Đống Đa,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,yeu,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-29
HS_EX_0559,Phạm Trọng Khoa,THPT_NT_HN,THPT Nguyễn Trãi - Ba Đình,thpt,LOP_10,Lớp 10,thpt,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-16
HS_EX_0560,Nguyễn Minh Tuấn,THPT_PN,THPT Phú Nhuận,thpt,LOP_09,Lớp 9,thcs,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,xuat_sac,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-06
HS_EX_0561,Đặng Trọng Kiệt,THPT_PCT,THPT Chuyên Phan Châu Trinh,thpt,LOP_06,Lớp 6,thcs,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-25
HS_EX_0562,Hoàng Mai Thu,THPT_GD,THPT Gia Định,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-04-02
HS_EX_0563,Phạm Thái Phú,THPT_LQD_HN,THPT Lê Quý Đôn - Đống Đa,thpt,LOP_06,Lớp 6,thcs,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-12
HS_EX_0564,Lý Hoàng Hân,THPT_GD,THPT Gia Định,thpt,LOP_12,Lớp 12,thpt,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-27
HS_EX_0565,Phạm Thái Phú,THPT_LQD_DN,THPT Chuyên Lê Quý Đôn,thpt,LOP_06,Lớp 6,thcs,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-31
HS_EX_0566,Bùi Hoàng Nhung,THPT_MC,THPT Marie Curie,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,xuat_sac,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-25
HS_EX_0567,Lý Thanh Thảo,THPT_TL,THPT Thăng Long,thpt,LOP_10,Lớp 10,thpt,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-04-01
HS_EX_0568,Nguyễn Thị Vy,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-17
HS_EX_0569,Hoàng Đức Khoa,THPT_TPh,THPT Thái Phiên,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-05
HS_EX_0570,Đặng Ngọc Thảo,THPT_LHP,THPT Chuyên Lê Hồng Phong,thpt,LOP_10,Lớp 10,thpt,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,yeu,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-21
HS_EX_0571,Bùi Hải Nam,THPT_LQD_HCM,THPT Lê Quý Đôn,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-06
HS_EX_0572,Trần Hoàng Vy,THPT_CG,THPT Cầu Giấy,thpt,LOP_12,Lớp 12,thpt,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,gioi,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-16
HS_EX_0573,Ngô Trọng Kiệt,THPT_PDP,THPT Phan Đình Phùng,thpt,LOP_06,Lớp 6,thcs,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-06
HS_EX_0574,Trần Bảo An,THPT_LQD_HN,THPT Lê Quý Đôn - Đống Đa,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-10
HS_EX_0575,Dương Thái Tuấn,THPT_DA,THPT Đông Anh,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-16
HS_EX_0576,Đặng Trọng Kiệt,THPT_YH,THPT Yên Hòa,thpt,LOP_10,Lớp 10,thpt,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-20
HS_EX_0577,Đặng Thái Đạt,THPT_VTS,THPT Võ Thị Sáu,thpt,LOP_10,Lớp 10,thpt,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-09
HS_EX_0578,Hoàng Thu Châu,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_12,Lớp 12,thpt,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-17
HS_EX_0579,Phạm Thu Mai,THPT_NH,THPT Nguyễn Hiền,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,xuat_sac,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-04-01
HS_EX_0580,Lê Đức Phú,THPT_MC,THPT Marie Curie,thpt,LOP_12,Lớp 12,thpt,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-09
HS_EX_0581,Bùi Đình Cường,THPT_LQD_HCM,THPT Lê Quý Đôn,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-19
HS_EX_0582,Vũ Bảo Thu,THPT_PCT,THPT Chuyên Phan Châu Trinh,thpt,LOP_09,Lớp 9,thcs,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,xuat_sac,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-21
HS_EX_0583,Hoàng Thanh Vy,THPT_TL,THPT Thăng Long,thpt,LOP_06,Lớp 6,thcs,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-16
HS_EX_0584,Phạm Thanh Thảo,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_06,Lớp 6,thcs,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-21
HS_EX_0585,Đỗ Hữu Khoa,THPT_TD,THPT Thủ Đức,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-23
HS_EX_0586,Đỗ Hoàng Mai,THPT_CVD,THPT Cẩm Lệ,thpt,LOP_06,Lớp 6,thcs,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,xuat_sac,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-12
HS_EX_0587,Hoàng Đức Đức,THPT_NT_HCM,THPT Nguyễn Trãi,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-06
HS_EX_0588,Nguyễn Thái Khoa,THPT_PCT,THPT Chuyên Phan Châu Trinh,thpt,LOP_06,Lớp 6,thcs,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-04-03
HS_EX_0589,Vũ Hồng Nhung,THPT_LQD_HCM,THPT Lê Quý Đôn,thpt,LOP_06,Lớp 6,thcs,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-29
HS_EX_0590,Dương Thị Vy,THPT_PCT,THPT Chuyên Phan Châu Trinh,thpt,LOP_10,Lớp 10,thpt,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,yeu,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-05
